ID,location,total review,review
5810,Pasupatinath Temple, 8 reviews,The serenity in the place is just amazing . Calms your soul even if there's chaos and rush inside the temple
5811,Pasupatinath Temple,2 reviews,"World heritage site, covers a large area. You can enjoy calm, noisy, crowdy and peace all in one here"
5812,Pasupatinath Temple, 49 reviews,Most popular Hindu Temple in Nepal.Visa is not required from travel from India.
5813,Pasupatinath Temple, 56 reviews,Wonderfull spiritual experience
5814,Pasupatinath Temple, 30 reviews,"First of all, all let's chant ""om nama shivaya"". Huge huge devotion towards father of all living creatures, Lord Shiva."
5815,Pasupatinath Temple, 66 reviews,"Temple is very good, but management has to maintain queue system properly, specially during Maha aarati."
5816,Pasupatinath Temple, 235 reviews,"One of the must visit  places in Kathmandu. I will recommend to go around 12,a little less crowd at that time."
5817,Pasupatinath Temple, 12 reviews,It is very famous for its golden glimpse for Hindu Religion.
5818,Pasupatinath Temple, 73 reviews,Must be on your list while visiting Nepal.
5819,Pasupatinath Temple, 39 reviews,"Peace.
Serene.
You can only find peace there and visit there for religious stuffs as well and conducting pooja as well."
5820,Pasupatinath Temple,2 reviews,"One of the best place for reviving and replenishing, mentally and spiritually. Jay Shambho. Must visit. Har Har Mahadev ❤ Jay Pashupatinath 🙏🙏🙏"
5821,Pasupatinath Temple,10 reviews,Very religious and good place
5822,Pasupatinath Temple,12 reviews,"One of the worst maintained world heritage site in the world due to cleanniness problems, beggars, lots of doves, feeding them, no proper barricades for ques but the Temple is good and can be well maintained......"
5823,Pasupatinath Temple,16 reviews,"Haven is myth pasupati is real🙏
World best place for Hindu religion
You can lost in soul🙏🕉️ har har mahadev"
5824,Pasupatinath Temple,3 reviews,"Awesome place for visiting and experiencing peace.
Truly it will blossom your soul."
5825,Pasupatinath Temple, 858 reviews,Very old and religious temple for Hindus.It is famous all around the world.
5826,Pasupatinath Temple, 247 reviews,Most important temple in Kathmandu
5827,Pasupatinath Temple, 39 reviews,"Temples always gives us some new feelings, positive energy in every temple."
5828,Pasupatinath Temple, 7 reviews,"Every day you feel a different vibess...A positive vibes...
Love this place..."
5829,Pasupatinath Temple, 12 reviews,"One of the oldest and biggest Hindu Temple
""Lord shiva mandir""
Amazing ,wonderful  and peaceful place …"
5830,Pasupatinath Temple, 125 reviews,"In zoology and botany, a paratype is a specimen of an organism that helps define what the scientific name of a species and other taxon actually represents, but it is not the holotype (and in botany is also neither an isotype nor a syntype)."
5831,Pasupatinath Temple, 11 reviews,Religious Place centre located Visit once Safe and Enjoy Travels ll Nepal Through The Lens 🇳🇵
5832,Pasupatinath Temple, 22 reviews,Visit here during aarti time you will love it. Only positive vibes
5833,Pasupatinath Temple,9 reviews,This temple is very awesome
5834,Pasupatinath Temple,5 reviews,"One of the holiest Hindu shrines in Nepal, the Pashupatinath Temple is stretched across both the banks of the beautiful and sacred Bagmati River on the eastern fringes of the capital city of Kathmandu. The magnificent sanctum devoted to …"
5835,Pasupatinath Temple, 30 reviews,Proud to be Hindu....Jai Bhole Nath...
5836,Pasupatinath Temple, 112 reviews,"Historical place ❤️
The place to know the meaning of life and death ❤️"
5837,Pasupatinath Temple, 104 reviews,"Nice place , it is a religious place , once you go to Kathmandu , you must be  need to visit there."
5838,Pasupatinath Temple, 24 reviews,"😍😍😍😍 HarHar Pasupati 😍😍😍😍
One of the temples where every Hindu pays their visit. A world cultures heritages."
5839,Pasupatinath Temple, 10 reviews,"Religious place
Holy place of lord shiva
Beside it there's a park where u can enjoy ur time after visit to a temple"
5840,Pasupatinath Temple, 50 reviews,Wonderful feeling of being blessed. 🙏🛕🙏
5841,Pasupatinath Temple, 90 reviews,"This temple was classified as a World Heritage Site in 1979. This ""extensive Hindu temple precinct"" is a ""sprawling collection of temples, ashrams, images and inscriptions raised over the centuries along the banks of the sacred Bagmati river"", and is one of seven monument groups in UNESCO's designation of Kathmandu Valley.😍😍😍"
5842,Pasupatinath Temple,13 reviews,"Very poorly managed heritage site. It is dirty, smelly and always has an unmanaged crowd."
5843,Pasupatinath Temple, 81 reviews,"A lovely and peaceful place,very auspicious one and those who want original ekmukhi or dui mukhi rudraaksh please purchase it from here."
5844,Pasupatinath Temple, 30 reviews,Peaceful place with soothing vibes and amazing beuty of Pashupatinath temple.
5845,Pasupatinath Temple, 18 reviews,Taking picture inside temple is prohibited.
5846,Pasupatinath Temple, 79 reviews,You will learn the value of your life.....heaven on earth
5847,Pasupatinath Temple,49 reviews,"A temple having a rich heritage behind it'
We are just small creatures to give any remarks on it'."
5848,Pasupatinath Temple, 51 reviews,pashupatinath hindu´s biggest god .located near by gaushala (cow protection area)
5849,Pasupatinath Temple, 15 reviews,"I loved this place, I was feeling so peaceful. Beauty of this temple is awesome."
5850,Pasupatinath Temple, 27 reviews,Religious place for Hindu
5851,Pasupatinath Temple, 177 reviews,"No one to review Mahadev.
Mahadev reviews all of us. …"
5852,Pasupatinath Temple, 25 reviews,Best place I've ever visited... Spiritual vibes and good place for praying.
5853,Pasupatinath Temple, 5 reviews,"This evening rituals with a band singing hymns in praise of god, playing of classical instruments, chanting of Vedic mantras, ringing of bells, burning of incense, and lighting of oil lamps, keep the people spellbound throughout. The ritual …"
5854,Pasupatinath Temple, 8 reviews,Always evergreen. You must visit it once in shrawan month. One among the heavens of Nepal.
5855,Pasupatinath Temple,5 reviews,Nice experience om namo sibaya
5856,Pasupatinath Temple, 27 reviews,If you're in Kathmandu come here at night for the ceremony. It's humbling and beautiful at the same time
5857,Pasupatinath Temple, 144 reviews,"Har Har Mahadev
It was such a nice plave"
5858,Pasupatinath Temple, 34 reviews,"It's very historic, cultural, and ritualistic.
Only Hindus are allowed to visit the inside of the temple.
Parking place, dharmashala, parks, public toilets, and other facilities are …"
5859,Pasupatinath Temple,25 reviews,Photography should be allowed inside।
5860,Pasupatinath Temple, 19 reviews,"Center of Hindu religion, temple of Pashupatinath located in Gaushala, Kathmandu welcomes everyone with its spiritual and religious enchantment."
5861,Pasupatinath Temple, 42 reviews,This holy place is magical. No more words.
5862,Pasupatinath Temple, 38 reviews,"A divine place, where taking photos is not allowed, still managed some. Har Har Mahadev"
5863,Pasupatinath Temple, 49 reviews,It's a heavenly place to religious person. please request you to visit again and again.
5864,Pasupatinath Temple, 367 reviews,"A religious place. No comments.
A visitor should avoid taking help of local guides and even talking to these at this place."
5865,Pasupatinath Temple, 10 reviews,"Relrgious place full of peace.
Can see a lot of pigeons and monkeys playing
Relaxing place . …"
5866,Pasupatinath Temple, 9 reviews,Best place to worship with lots of holy values and ...have feeel of getting relief and freee
5867,Pasupatinath Temple, 43 reviews,"ओम नमह सिवाय।। 🕉️🕉️🕉️🕉️🕉️
One of the most popular Hindu Temple and holy place  ""Pashupati Nath"" in the world. Only the Hindu People are permitted to go inside a main temple however other …"
5868,Pasupatinath Temple,3 reviews,It is the historical and religious palace for Hindus and this place define that starting and end life cycle of every living beings and it is one of the UNISCO heritage
5869,Pasupatinath Temple, 46 reviews,TOP 10  heritage temple and also Hindi temple .
5870,Pasupatinath Temple, 91 reviews,Famous temple in Kadmandu- Nepal. Shooting location of Yodha - Malayalam movie-
5871,Pasupatinath Temple,8 reviews,It's  really nice to visit pashupatinath temple  after four years. Nothing  has been changed.
5872,Pasupatinath Temple, 78 reviews,This place is the most important place for hindus all aroumd the world. Premise of pashupatinath is clean and tidy but needs more improvements
5873,Pasupatinath Temple, 32 reviews,"Offer prayers, sit and relax or just walk around you will have a great time."
5874,Pasupatinath Temple, 6 reviews,Night Sandhya aarati is best thing about the temple
5875,Pasupatinath Temple,167 reviews,A very interesting and moving place to visit. There were multiple cremations and burial rites happening when we were there.
5876,Pasupatinath Temple,6 reviews,Different vibe. it is peaceful place and you get satisfied while visiting this temple. om nama shivaya
5877,Pasupatinath Temple, 10 reviews,Shembhu temple pic..
5878,Pasupatinath Temple, 51 reviews,"1-(History)-
The exact date of the temple's construction is uncertain, but the current form of the temple was constructed in 1692 CE. Over time, many more temples have been …"
5879,Pasupatinath Temple, 227 reviews,"One Of The Jyotirlinga Among 64, But Not Included In 12 Jyotirlinga. But You Must Visit Once If You Are A Hindu."
5880,Pasupatinath Temple, 48 reviews,Very nice temple in Nepal
5881,Pasupatinath Temple,1 review,It's the place with high energy powers. Those who believe in god should really visit here at least once in life.
5882,Pasupatinath Temple, 44 reviews,"Local guides will follow you from the entrance and start giving you a tour that you never asked for. When you don't want to pay them 40$ because you never agreed on price or asked to give you a tour, they say you are bringing bad energy to the temple. Interesting."
5883,Pasupatinath Temple, 32 reviews,"Historical place for Hindu
One of the place most visited place"
5884,Pasupatinath Temple, 16 reviews,Very clean and well manage temple..
5885,Pasupatinath Temple,14 reviews,"It was the prestigeous, and one of the nepali heritage temple"
5886,Pasupatinath Temple, 61 reviews,This is the entrance of LORD PASHUPATINATH temple.... One of the famous sacred place of Nepal .. It's famous for Lord shiva.
5887,Pasupatinath Temple, 111 reviews,Holy place for hindu. Peaceful & spiritual place. Highly recommended.
5888,Pasupatinath Temple,3 reviews,Very special temple.
5889,Pasupatinath Temple,13 reviews,Very good for mood and meditation full place and good for our life or every day
5890,Pasupatinath Temple,1 review,"Absolutely heavenly place not just this place but overall journey to kathmandu ,  must visit,  specially, if you are a hindu devotee, you will love it."
5891,Pasupatinath Temple, 382 reviews,"#Pashupatinath_Temple
One of the most sacred Hindu temples of Nepal – Pashupatinath Temple is located on both banks of Bagmati River on the eastern outskirts of Kathmandu. …"
5892,Pasupatinath Temple, 12 reviews,One of the beautiful and biggest Hindu Temple of the world🇳🇵
5893,Pasupatinath Temple, 64 reviews,Pashupatinath temple is a famous and scared Hindu temple that is located  on the bank of bagmati river.. it is also known as world heritage site which is famous in all over the world. it is the oldest Hindu temple in Kathmandu. This temple …
5894,Pasupatinath Temple, 143 reviews,"Beautiful temple in Nepal.
It was crowded when we visited.
We visited on Friday evening."
5895,Pasupatinath Temple, 227 reviews,The holy place on Earth. Jay Pashupatinath. Search yourself!
5896,Pasupatinath Temple,10 reviews,There are multiple place of pashupati people don't know....very wonderful and spritual place loved it♥️
5897,Pasupatinath Temple, 3 reviews,Gives you internal peace in mind. Most famous religious place.
5898,Pasupatinath Temple, 73 reviews,Must visit historic place.
5899,Pasupatinath Temple,3 reviews,"Nice place
Also Visit Guheswari Devi Temple Shaktipeeth"
5900,Pasupatinath Temple,3 reviews,Amazing place to visit. You will feel better mentally and spiritually both.
5901,Pasupatinath Temple, 138 reviews,Beautiful experience. Very Grounding
5902,Pasupatinath Temple,1 review,world hindus most important temple every hindus come @ visit  pashupatinatha temple Kathmandu  Nepal
5903,Pasupatinath Temple,23 reviews,"Devotees throng this place throughout the year to worship Lord Pashupatinath, a juyotirling of Shiva."
5904,Pasupatinath Temple, 18 reviews,Beautiful for aartai ..puja ..and just a stroll ....it just the best..even though being a atheist i feel good going there its just a different feel to it there..
5905,Pasupatinath Temple, 599 reviews,One of my favorite place. Must visit. Photography is prohibited inside temple.
5906,Pasupatinath Temple, 17 reviews,Temple of lord Shiva in Nepal .Rich cultural heritage of hinduism. Here one can get original rudraksha .
5907,Pasupatinath Temple,20 reviews,"The world heritage site...
The favorite place of mine...
Where the beginning of peace we feel❤️"
5908,Pasupatinath Temple,7 reviews,Mots exciting place on Town. A true life expérience
5909,Pasupatinath Temple,5 reviews,Place is obviously superb gives positive vibes .........Security guard is rude for no damn reason and some irrational
5910,Pasupatinath Temple,7 reviews,"Most holy n sacred place with divine n positive energy, always good to be here."
5911,Pasupatinath Temple,4 reviews,At evening time Sandhya Aarati is performed around 6 pm here at Pashupatinath temple.
5912,Pasupatinath Temple, 32 reviews,"Divine place..The aura is just indescribable..Be prepared for a long queue on any day, but every bit worth..Om Namah Shivay"
5913,Pasupatinath Temple, 28 reviews,My experience is good. But I don't like one thing over there so many people inside the temple ask for special line and they charge money for that.
5914,Pasupatinath Temple, 119 reviews,Pashupatinath temple is holly place. But i found no cleanliness everywhere. I can't do darshan peaceful due to heavy rush.
5915,Pasupatinath Temple,8 reviews,Very nice place and you would really feel like Come inside the Heaven.This is very Spiritual place.
5916,Pasupatinath Temple, 64 reviews,Hindu's top religious place in the heart of Kathmandu Nepal.
5917,Pasupatinath Temple, 228 reviews,"Hindu Temple of lord Mahadev, attracts visitors from all over the world"
5918,Pasupatinath Temple, 54 reviews,Spiritual place and very satisfying to visit. Holly place which is very good to visit with family or friends.
5919,Pasupatinath Temple, 88 reviews,"One of the old cultural heritage
includes in world heritage
Anyone who came in Nepal they obviously visit this temple
#jayShambho"
5920,Pasupatinath Temple, 35 reviews,Street vendors were very welcoming and friendly. Did not enjoy not being able to enter the temple.
5921,Pasupatinath Temple,1 review,It is one of among world heritage site.It is  religious place for Hindu. This temple is considered as one among eight  jotarling of Lord Shiva. Millions of internal and international devotees  of Lord Shiva come to worship and pray  here.#Jay_Shiva_Shambhoo🙏🙏🙏
5922,Pasupatinath Temple, 25 reviews,Jyotirling of Shiva in  Nepal. Sacred pilgrimage site of Hindus. A UNESCO World Heritage site.
5923,Pasupatinath Temple, 89 reviews,Pashupatinath is located at mid of Kathmandu which is beautiful it self due to location. It's Religious temple which contains of lots of value in world heritage site. We can find lots of portraits around. …
5924,Pasupatinath Temple, 35 reviews,Best view of pashupatinath can be observed from here  during aarati which happens every day in the evening.
5925,Pasupatinath Temple, 95 reviews,"my all time favorite place to spend some peaceful time..
there you can have fun with the animals, watch the different scenarios, listen or see the peaceful bhajans, observe and get a chance to learn new things, feed …"
5926,Pasupatinath Temple, 233 reviews,You feel blessed everytime you visit the area and temple.
5927,Pasupatinath Temple, 21 reviews,Best places for relaxing and give time to the God
5928,Pasupatinath Temple, 32 reviews,Best place to find inner peace ☮️
5929,Pasupatinath Temple,11 reviews,The best place to visit to have a glance of lord Shiva
5930,Pasupatinath Temple,47 reviews,When you visit such a divine place you are thankful that God let you visit His abode and give darshan in lingam form though
5931,Pasupatinath Temple, 180 reviews,"The management should spend some on cleanliness. How can we respect a place that is filthy. There are not even dustbins around. If it is a holy place, it should be treated as such."
5932,Pasupatinath Temple,2 reviews,"I visited this temple, this is a very huge and beautiful temple,Jai baba Pashupatinath"
5933,Pasupatinath Temple,1 review,Nice piles
5934,Pasupatinath Temple, 15 reviews,Best place in Kathmandu. worship place of  PASHUPATI Lord Shiva.
5935,Pasupatinath Temple, 13 reviews,One of the famous cultural heritage of Nepal that display the Hinduism religion.
5936,Pasupatinath Temple, 89 reviews,"Very Ancient Hindu Temple of Pashupatinath, God Shankar. May be thousand years old."
5937,Pasupatinath Temple, 219 reviews,"super and peaceful temple
jay shanmbhu"
5938,Pasupatinath Temple, 13 reviews,Its a different world out there ... best place to visit
5939,Pasupatinath Temple, 199 reviews,Holy place for the Hindu people. This temple is dedicated to Shiva; the Lord of Lords. One should visit this place at least once before die.
5940,Pasupatinath Temple,12 reviews,"Very positive, very beautiful, will definitely visit again, shambho shambho"
5941,Pasupatinath Temple, 20 reviews,"Such amazing place to visit. It is located near Katamandu airport, and bus stand. It has huge campus with park, sitting areas,  flower 🌺 market, prashad and huge Market of statue/ idol deity. …"
5942,Pasupatinath Temple, 35 reviews,"The best example of an art and architecture....
My personal best peace place...❤️"
5943,Pasupatinath Temple, 43 reviews,A holy place for Hindus.. once you should visit this world heritage site
5944,Pasupatinath Temple,9 reviews,One of the most famous temples in Nepal. Must visit
5945,Pasupatinath Temple, 123 reviews,It is a blessing to visit lord shiva temple and it is beautiful
5946,Pasupatinath Temple,1 review,It was very peaceful place
5947,Pasupatinath Temple, 116 reviews,World famous temple where Hindu worship their God
5948,Pasupatinath Temple, 127 reviews,"Pashupatinath Temple (Nepali: पशुपतिनाथ मन्दिर) is a Hindu temple dedicated to Pashupati, and is located in Kathmandu, Nepal.
This temple was classified as a World Heritage Site in 1979. This ""extensive …"
5949,Pasupatinath Temple, 33 reviews,"Loved this place so much, eagerly to visit this place again and again"
5950,Pasupatinath Temple, 23 reviews,"Dedicated to Lord Shiva, Pashupatinath is one of the four most important religious sites in Asia for devotees of Shiva."
5951,Pasupatinath Temple, 85 reviews,"Very Very sacred, Holy place of Hindu people!"
5952,Pasupatinath Temple, 29 reviews,Beautiful place with religious values. Gives peace of mind.
5953,Pasupatinath Temple, 167 reviews,Guards in the temple are so so so bad in nature and behaviour. They are typically goons. As an Indian citizen I don't have right to do otherwise I'll sue them in the court.
5954,Pasupatinath Temple, 35 reviews,"World heritage sites
Worlds greatest Hindu temple"
5955,Pasupatinath Temple, 15 reviews,"Temple of full of hope ,blessing,Lord shiva"
5956,Pasupatinath Temple, 97 reviews,The most sacred temple of Hindus.But the visiting is not proper there during crowdy time.
5957,Pasupatinath Temple, 23 reviews,"Pashupatinath Temple is the holy Temple of the Hindus devoted to Lord Shiva.Thousands of people visit this temple for worshipping everyday. This temple is on of the UNESCO World Heritage Site located in the Kathmandu,Nepal. You can get …"
5958,Pasupatinath Temple, 213 reviews,Very nice place to visit Hindu temple
5959,Pasupatinath Temple, 54 reviews,Pashupatinath temple is the most important Hindu temple of Nepal located on the bank of bagmati river. It is the temple dedicated to Lord Shiva. Hindus from every corners of Nepal and India visit this temple for worship. This temple is …
5960,Pasupatinath Temple, 95 reviews,This is one of the holly place for the peoples following Hinduism. Moreover if you are loard shiva divotee you most visit here. It is inlisted in world heritage site of UNESCO. Everything is good here except the crowd management.If it is possible to manage crowd then it will be more better😀
5961,Pasupatinath Temple, 52 reviews,"Go visit for aaraati if you want to detoxify yourself. However, the place is too crowded."
5962,Pasupatinath Temple, 22 reviews,A perfect religious place specially for Hindu people
5963,Pasupatinath Temple,9 reviews,When you visit pasupatinath temple you will feel your in fullness with holiness
5964,Pasupatinath Temple, 241 reviews,Enthralling Experience.. Especially during aarti hours..! Must visit when in Kathmandu.
5965,Pasupatinath Temple, 185 reviews,Pashupatinath Temple: Spiritual Magnetism and complexity in space.
5966,Pasupatinath Temple, 98 reviews,Beautiful Temple and Area and Most commonly the people of different country came to visit this place ! ✌️❤️
5967,Pasupatinath Temple, 25 reviews,Most peaceful and blessed place in the world.i enjoy watching Aarti in evening.
5968,Pasupatinath Temple, 61 reviews,The holy shrine of lord pashupati nath. Needs no reviews. Pure bliss.
5969,Pasupatinath Temple, 203 reviews,"temples
ancestor
ancient …"
5970,Pasupatinath Temple,4 reviews,Amazing temple of Lord Shiva with very positive vibes. I feel blessed to be here.
5971,Pasupatinath Temple, 12 reviews,Amazing and beautiful Shiva temple .Everyone should visit once-in-a-life. Unexplainable rituals.
5972,Pasupatinath Temple, 36 reviews,"Holy Place of Hinduism,
Best place to find inner peace and hang out with nature."
5973,Pasupatinath Temple, 21 reviews,Best place to define about life cycle
5974,Pasupatinath Temple, 13 reviews,"A must visit shrine for the followers of Hinduism. The entry into the temple is permitted only to Hindu devotees and no photography is permitted in the inner premises of the main shrine. Popularly known for the ""Atmosphere of Death"", you'll …"
5975,Pasupatinath Temple, 81 reviews,"Pashupatinath temple, I don't have any words which can describe and review it.
हर हर महादेव"
5976,Pasupatinath Temple,8 reviews,"It feels so refreshing to visit pashupatinath temple. Also, attend aarti which occurs during evening time."
5977,Pasupatinath Temple, 10 reviews,"The University for me to observe, contemplate and learn so many aspects of the life. But the place should be cleaned."
5978,Pasupatinath Temple, 122 reviews,"WORLD Heritage Place, Lord Shiva Temple in Nepal."
5979,Pasupatinath Temple, 46 reviews,"IT was really New experience for every single visit.
Har har Mahadev ❤️🙏"
5980,Pasupatinath Temple, 30 reviews,Great atmosphere with positive energy .. Har har Mahadev🙏🙏🙏🙏🙏
5981,Pasupatinath Temple, 43 reviews,It's one of 12 shiva linga on the earth. Rest 11 are neighbour country. Lots of ancient places and things can be seen here. In Hindu religion to worship all these 12 shivalinga places means they are lucky one.
5982,Pasupatinath Temple, 59 reviews,This is the only one of the place in Nepal i like others are one time thing.and manokamna temple is also best
5983,Pasupatinath Temple, 14 reviews,Place of high religious value. Visiting makes mind and soul peaceful.
5984,Pasupatinath Temple, 50 reviews,Best holey place lord Shivas temple in Nepal
5985,Pasupatinath Temple,16 reviews,Peaceful and soulful place. Har Har Mahadev
5986,Pasupatinath Temple,281 reviews,Very good place old temple feeling Peace .
5987,Pasupatinath Temple, 10 reviews,One of the holiest temple of lord Shiva
5988,Pasupatinath Temple,4 reviews,"Place where you can see  life circle of human being : birth pasni bartabanda marrige and death in one place
Jay sambho ,"
5989,Pasupatinath Temple,4 reviews,"Waste management is bad
But by culture aspect its pretty good
The development council is slacking off and it can be seen clearly"
5990,Pasupatinath Temple, 45 reviews,My idle place. Om nama shiwaye
5991,Pasupatinath Temple, 65 reviews,It's like a mini Varanasi . Had a good time their. Must visit place in Kathmandu.
5992,Pasupatinath Temple, 11 reviews,This place has a different vibe.Go there once and you will be wanting to go more and more
5993,Pasupatinath Temple,7 reviews,"Spiritual and powerful place where Shiva as Pashupatinatha , the main idol of God is not human made but it is said that to be emgered"
5994,Pasupatinath Temple, 35 reviews,"Excellent place and historical hindu temple.
Not to miss evening Aarati at Bagmati. …"
5995,Pasupatinath Temple, 25 reviews,"Old historical temple...nepal,s assets....most visit.....har har mahadev"
5996,Pasupatinath Temple,2 reviews,"Impossible to find the ticket entrance, we did 2 tile the round and nobody knows where to go"
5997,Pasupatinath Temple, 19 reviews,Nice temple and Full view of Kathmandu city
5998,Pasupatinath Temple, 48 reviews,One of the biggest Hindu temple in city
5999,Pasupatinath Temple, 40 reviews,World´s famous Hindu temple.
6000,Pasupatinath Temple, 28 reviews,Pashupatinath Temple is the oldest Hindu temple in Kathmandu.
6001,Pasupatinath Temple, 25 reviews,you can't take photos inside
6002,Pasupatinath Temple,10 reviews,This month visit  to pashupatinath tempale  thank you
6003,Pasupatinath Temple, 75 reviews,Afternoon aarti is the best thing you can experience ❤
6004,Pasupatinath Temple, 12 reviews,Best temple for Spiritual evening worship(aarati). Every time when I go there I found peace and blessed.
6005,Pasupatinath Temple, 78 reviews,"Pashupatinath temple is a Hindu temple dedicated to Lord shiva. This temple has a huge campus with gardens, Bagmati river and crematorium inside it. Temple infrastructure is quite unique and beautiful. Must visit place when you are in Kathmandu."
6006,Pasupatinath Temple,1 review,I can't review by my word . Each time it reflects the supreme to me..... Jay Pasupati Nath ki Jay ❣️
6007,Pasupatinath Temple, 20 reviews,Jay Mahadev nepal government vej hotels restaurants required immediately
6008,Pasupatinath Temple, 93 reviews,One of greatest Hindu temple. Jay bhole
6009,Pasupatinath Temple, 21 reviews,Hmm.it is very famous temple in Nepal among Hinduism
6010,Pasupatinath Temple, 60 reviews,"Ultimate truth of life.
Hindu temple at Kathmandu Nepal"
6011,Pasupatinath Temple, 88 reviews,Best place to visit nice temple and shivling
6012,Pasupatinath Temple,13 reviews,Amazing place to visit once in a life. Baba Pashupati Nath jee ki Jay Jay Jay.
6013,Pasupatinath Temple, 102 reviews,Ancient Pashupatinath temple lord Shiva with big nandi Ji
6014,Pasupatinath Temple,10 reviews,"Once upon a time Pashupatinath temple was a part of kedarnath dham. But due to dirty politics it is now doleshwor mahadev bhakatapur.
But still it is a great place to worship lord shiva. The great mahakal, the great heart bhole baba. Om namah shivay 🌺🌺"
6015,Pasupatinath Temple, 51 reviews,Holiest place in entire planet.
6016,Pasupatinath Temple, 24 reviews,Do give a visit to this religious temple. Jay SAMBHOO
6017,Pasupatinath Temple, 80 reviews,"Peaceful, serene, uplifting!"
6018,Pasupatinath Temple, 29 reviews,"Must visit place in Kathmandu, however a complete renovation is required for this magnificent heritage..!!"
6019,Pasupatinath Temple, 46 reviews,Om Namah Shiva ya.  Do visit in the month of Shrawan.
6020,Pasupatinath Temple,1 review,Great Experience  But Camera is not Allowed in the Temple
6021,Pasupatinath Temple, 10 reviews,"Very beautiful place already I have visited the Lord Pasupatinath, wonderful place"
6022,Pasupatinath Temple, 20 reviews,"Just Awesome
Though i personally think.. something should be done about the Monkeys 🐒 in temple ... 1fell on my friends head it grazed(minor wound) her shoulder with his …"
6023,Pasupatinath Temple, 16 reviews,One is the best template in the world. Specifically for Hinduism.
6024,Pasupatinath Temple, 16 reviews,Very important for a Hindu to visit when in Kathmandu!
6025,Pasupatinath Temple, 6 reviews,Glories of Pashupatinath temple.
6026,Pasupatinath Temple, 25 reviews,Must visit once in a lifetime ❤️ Religious place.
6027,Pasupatinath Temple, 12 reviews,"Its a very nice place. Bit before entering dont even listen to any people. They will tell you to put off all leather items and shoes. But you can take everything, nothing is prohibited. They will also offer you to keep your shoes safe for …"
6028,Pasupatinath Temple,1 review,OUR CULTURAL HERITAGE AND TRADITIONAL HERITAGE.BEST PLACE TO VISIT ONE TIME FOR HINDU RELIGION:
6029,Pasupatinath Temple, 8 reviews,Best historical place to visit 🌹
6030,Pasupatinath Temple,4 reviews,"Great Place. 👍  Peaceful, Great Views and have a lot of things to see."
6031,Pasupatinath Temple, 9 reviews,Amazing and good place with different kinds of story you can get in one place
6032,Pasupatinath Temple, 10 reviews,One of the Nepalese cultural and Historical and Religious place to visit...
6033,Pasupatinath Temple, 387 reviews,So beautiful and large in kathmandu which is more famous and popular in Nepal.
6034,Pasupatinath Temple,2 reviews,"Just amazing, awesome , Fabolous, fantastic, Stupendous, tremendously beautiful 😍. No Words 😃"
6035,Pasupatinath Temple, 121 reviews,Some Places Don't Need Review....You Can Feel The Vibe...😊😊
6036,Pasupatinath Temple, 21 reviews,#peace🕉️
6037,Pasupatinath Temple,9 reviews,"Ancient temple, must see at least once in a life time.

."
6038,Pasupatinath Temple, 11 reviews,One of the best spiritual temple of lord Shiva 🙏
6039,Pasupatinath Temple, 93 reviews,Old n favorite Hindu  temple om namashivaiah
6040,Pasupatinath Temple,3 reviews,"Very good experience we are very lucky to have Lord Pasupathinatha's
Darshan"
6041,Pasupatinath Temple, 7 reviews,"World heritage place.
Peaceful
Don't miss Arati at night ."
6042,Pasupatinath Temple, 91 reviews,"Cost 1,000 nepal rupees to visit as a foreigners. It is dirty and kind of stinks. Not a good place to visit. Not sure why it costs so much to visit such run down place."
6043,Pasupatinath Temple, 39 reviews,"This place is my favourite. I would love to visit again n again. So poweful, after darshan of lord shiva, u will feel so good, u go n experience. Can't be commented In words."
6044,Pasupatinath Temple, 69 reviews,One of the most sacred Hindu temples of Nepal – Pashupatinath Temple is located on both banks of Bagmati River on the eastern outskirts of Kathmandu. …
6045,Pasupatinath Temple,5 reviews,"Everybody knows Pashupatinath is important religious shrine for Hindus.Every Hindu deities from the world pay homage in his life time.
But we Nepalese could not understand this value;premises,infrastructure,river …"
6046,Pasupatinath Temple, 46 reviews,Nice temple in the world.
6047,Pasupatinath Temple, 27 reviews,Good religious place basically hindu pilgrims.
6048,Pasupatinath Temple, 24 reviews,"Pashupatinath Temple is the oldest Hindu temple in Kathmandu. It is not known for certain when Pashupatinath Temple was built. But according to Nepal Mahatmaya and Himvatkhanda, the deity here gained great fame there as Pashupati, the Lord of all Pashus, which are living as well as non-living beings."
6049,Pasupatinath Temple, 109 reviews,World heritage site and one of the popular destination of Hindu
6050,Pasupatinath Temple, 21 reviews,Wonderful place but too much people so have to wait ni line.
6051,Pasupatinath Temple, 195 reviews,Very ancient hindu Temple which do need any introduction
6052,Pasupatinath Temple,11 reviews,Historical and important place enlisted in UNESCO
6053,Pasupatinath Temple, 78 reviews,Pashupatinath Temple is the oldest Hindu temple in Kathmandu. ... Pashupatinath Temple's existence dates back to 400 BCE. The richly ornamented pagoda houses the sacred linga or holy symbol of Lord Shiva. There are many legends describing how the temple of Lord Aalok Pashupatinath came to existence here.
6054,Pasupatinath Temple,16 reviews,"I love that place my lif's one wish has done while i go their.
🕉️🕉️नामों शिवाय🕉️🕉️"
6055,Pasupatinath Temple, 14 reviews,It's a historical place and also a world heritage site
6056,Pasupatinath Temple, 15 reviews,Best place to visit with many more religious importances😍❤️🇳🇵🇳🇵
